Publication Type;Authors;Book Authors;Group Authors;Book Group Authors;Researcher Ids;ORCIDs;Book Editors;Author - Arabic;Grant Principal Investigator;Grant Co Principal Investigator;Article Title;Article Title - SciELO;Article Title - SciELO;Article Title - Chinese;Article Title - Russian;Patent Number;Patent Assignee;Source Title - Arabic;Source Title;Source Title - Korean;Book Series Title;Book Series Subtitle;Volume;Issue;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;Version;Version History;DOI;Book DOI;License Name;License URI;License Description;Early Access Date;Supplement;Document Type;Publication Date;Publication Year;Abstract;Abstract - Foreign;Abstract - English Transliteration;Abstract - Foreign;Abstract - Korean;Conference Title;Conference Date;Conference Sponsor;Conference Location;Times Cited, WoS Core;Times Cited, CSCD;Times Cited, RSCI;Times Cited, ARCI;Times Cited, BCI;Times Cited, SCIELO;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;ISSN;eISSN;ISBN;Grant Number;No of References;Cited References;Language;Advisor;Committee Member;Copyright;Degree Name;Institution Address;Institution;Dissertation and Thesis Subjects;Author Keywords;Indexed Date;UT (Unique ID);Pubmed Id;
J;"Ling, Joseph Zhi Bin; Tsui, Albert K.; Zhang, Zhaoyong";;;;;Zhang, Zhaoyong/0000-0001-9596-2648;;;;;Trading Macro-Cycles of Foreign Exchange Markets Using Hybrid Models;;;;;;;;SUSTAINABILITY;;;;13;17;;;;;9820;;;10.3390/su13179820;;;;;;;Article;SEP 2021;2021;Most existing studies on forecasting exchange rates focus on predicting next-period returns. In contrast, this study takes the novel approach of forecasting and trading the longer-term trends (macro-cycles) of exchange rates. It proposes a unique hybrid forecast model consisting of linear regression, multilayer neural network, and combination models embedded with technical trading rules and economic fundamentals to predict the macro-cycles of the selected currencies and investigate the predicative power and market timing ability of the model. The results confirm that the combination model has a significant predictive power and market timing ability, and outperforms the benchmark models in terms of returns. The finding that the government bond yield differentials and CPI differentials are the important factors in exchange rate forecasts further implies that interest rate parity and PPP have strong influence on foreign exchange market participants.;;;;;;;;;1;0;0;0;0;0;1;;;;2071-1050;;;;;;;;;;Natl Univ Singapore, Dept Econ, Singapore 119077, SingaporeEdith Cowan Univ, Sch Business & Law, Perth, WA 6000, Australia;;;;2021-09-19;WOS:000694488600001;;
J;"Vukovic, Darko; Vyklyuk, Yaroslav; Matsiuk, Natalia; Maiti, Moinak";;;;"Maiti, Moinak/Q-7181-2019; Vyklyuk, Yaroslav/C-4308-2017; Vukovic, Darko B./AGI-2271-2022; Vukovic, Darko/AGI-2271-2022";"Vyklyuk, Yaroslav/0000-0003-4766-4659; Vukovic, Darko B./0000-0002-1165-489X; Maiti, Moinak/0000-0003-0045-6174;";;;;;Neural network forecasting in prediction Sharpe ratio: Evidence from EU debt market;;;;;;;;PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS;;;;542;;;;;;123331;;;10.1016/j.physa.2019.123331;;;;;;;Article;MAR 15 2020;2020;This study analyzes a neural networks model that forecast Sharpe ratio. The developed neural networks model is successful to predict the position of the investor who will be rewarded with extra risk premium on debt securities for the same level of portfolio risk or a greater risk premium than proportionate growth risk. The main purpose of the study is to predict highest Sharpe ratio in the future. Study grouped the data on yields of debt instruments in periods before, during and after world crisis. Results shows that neural networks is successful in forecasting nonlinear time lag series with accuracy of 82% on test cases for the prediction of Sharpe-ratio dynamics in future and investor's portfolio position. (C) 2019 Elsevier B.V. All rights reserved.;;;;;;;;;21;0;0;0;0;1;28;;;0378-4371;1873-2119;;;;;;;;;;Peoples Friendship Univ Russia, Fac Econ, Finance & Credit Dept, RUDN Univ, Miklukho Maklaya Str 6, Moscow 117198, RussiaGeog Inst Jovan Cvijic SASA, Djure Jaksicca 9, Belgrade 11000, SerbiaWenzhou Univ, Coll Mech & Elect Engn, Inst Laser & Optoelect Intelligent Mfg, Wenzhou 325035, Peoples R ChinaPHEI Bukovinian Univ, Vice Rector Sci & Int Relat, Darwina Str 2A, UA-58000 Chernovtsy, UkraineYuriy Fedkovych Chernivtsi Natl Univ, Dept Business Trade & Exchange Act, 2 Kotsjubynskyi Str, UA-58012 Chernovtsy, UkraineNatl Res Univ Higher Sch Econ, St Petersburg Sch Econ & Management, Dept Finance, Kantemirovskaya Ulitsa 3A,Off 331, St Petersburg 194100, Russia;Geog Inst Jovan Cvijic SASA;;;2020-03-15;WOS:000526839800039;;
J;"Cousin, Areski; Maatouk, Hassan; Rulliere, Didier";;;;Rullière, Didier/NGQ-7028-2025;Maatouk, Hassan/0000-0002-0205-9642;;;;;Kriging of financial term-structures;;;;;;;;EUROPEAN JOURNAL OF OPERATIONAL RESEARCH;;;;255;2;;;631;648;;;;10.1016/j.ejor.2016.05.057;;;;;;;Article;DEC 1 2016;2016;Due to the lack of reliable market information, building financial term-structures may be associated with a significant degree of uncertainty. In this paper, we propose a new term-structure interpolation method that extends classical spline techniques by additionally allowing for quantification of uncertainty. The proposed method is based on a generalization of kriging models with linear equality constraints (market-fit conditions) and shape-preserving conditions such as monotonicity or positivity (no-arbitrage conditions). We define the most likely curve and show how to build confidence bands. The Gaussian process co-variance hyper-parameters under the construction constraints are estimated using cross-validation techniques. Based on observed market quotes at different dates, we demonstrate the efficiency of the method by building curves together with confidence intervals for term-structures of OIS discount rates, of zero coupon swaps rates and of CDS implied default probabilities. We also show how to construct interest-rate surfaces or default probability surfaces by considering time (quotation dates) as an additional dimension. (C) 2016 Elsevier B.V. All rights reserved.;;;;;;;;;31;0;0;0;0;0;36;;;0377-2217;1872-6860;;;;;;;;;;Univ Lyon 1, ISFA, Lab SAF EA2429, 50 Av Tony Garnier, F-69366 Lyon, FranceMines St Etienne, 158 Cours Fauriel, F-42023 St Etienne, France;;;;2016-09-11;WOS:000380625800025;;
J;de los Rios, Antonio Diez;;;;;Diez de los Rios, Antonio/0000-0001-9267-5459;;;;;A New Linear Estimator for Gaussian Dynamic Term Structure Models;;;;;;;;JOURNAL OF BUSINESS & ECONOMIC STATISTICS;;;;33;2;;;282;295;;;;10.1080/07350015.2014.948176;;;;;;;Article;APR 3 2015;2015;This article proposes a novel regression-based approach to the estimation of Gaussian dynamic term structure models. This new estimator is an asymptotic least-square estimator defined by the no-arbitrage conditions upon which these models are built. Further, we note that our estimator remains easy-to-compute and asymptotically efficient in a variety of situations in which other recently proposed approaches might lose their tractability. We provide an empirical application in the context of the Canadian bond market.;;;;;;;;;15;0;0;0;0;0;25;;;0735-0015;1537-2707;;;;;;;;;;Bank Canada, Financial Markets Dept, Ottawa, ON K1A 0G9, Canada;;;;2015-05-06;WOS:000353116500009;;
J;"Kutuk, Yasin; Barokas, Lina";;;;"; Kütük, Yasin/ABU-5343-2022";"Kutuk, Yasin/0000-0003-2304-8309; Barokas, Lina/0000-0002-1129-3350;";;;;;Multivariate CDS risk premium prediction with SOTA RNNs on MI[N]T countries;;;;;;;;FINANCE RESEARCH LETTERS;;;;45;;;;;;102198;;;10.1016/j.frl.2021.102198;;;;;FEB 2022;;Article;MAR 2022;2022;In this study, CDS risk premiums of Mexico, Indonesia and Turkey were predicted by applying state-of-the-art forecasters in deep learning recurrent neural networks architectures which are the most recent ground-breaking predictors in the time series setting. The predictive power of each sota forecaster is compared, and the results are differentiated by country and type of sota predictors. While the long short-term memory model is better to predict Mexico's CDS risk premiums, the nonlinear autoregressive network with exogenous inputs model is found to be more suitable for Indonesia and Turkey. The results of Turkey model reached the highest forecast accuracy.;;;;;;;;;0;0;0;0;0;0;1;;;1544-6123;1544-6131;;;;;;;;;;Altinbas Univ, Dept Econ, Esentepe, Sisli Istanbul, TurkeyMoodys Analyt, Prague, Czech RepublicPernerova 691-42, Prague 18600 8, Czech Republic;Moodys Analyt;;;2022-03-17;WOS:000760370100011;;
J;"Fallahgoul, Hasan; Franstianto, Vincentius; Lin, Xin";;;;"Lin, Xin/GRJ-1583-2022; Fallahgoul, Hasan/LSK-7968-2024";;;;;;Asset pricing with neural networks: Significance tests;;;;;;;;JOURNAL OF ECONOMETRICS;;;;238;1;;;;;105574;;;10.1016/j.jeconom.2023.105574;;;;;NOV 2023;;Article;JAN 2024;2024;This study proposes a novel hypothesis test for evaluating the statistical significance of input variables in multi-layer perceptron (MLP) regression models. Theoretical foundations are established through consistency results and estimation rate analysis using the sieves method. To validate the test's performance in complex and realistic settings, an extensive Monte Carlo simulation is conducted. Results of the simulation reveal that the test has a high power and low rate of false positives, making it a powerful tool for detecting true effects in data. The test is further applied to identify the most influential predictors of equity risk premiums, with results indicating that only a small number of characteristics have statistical significance and all macroeconomic predictors are insignificant at the 1% level. These findings are consistent across a variety of neural network architectures.;;;;;;;;;7;0;0;0;0;0;10;;;0304-4076;1872-6895;;;;;;;;;;Monash Univ, Ctr Quantitat Finance & Investment Strategies, Sch Math, 9 Rainforest Walk, Melbourne, Vic 3800, Australia;;;;2023-12-04;WOS:001107067200001;;
J;Yun, Jaeho;;;;Yun, Jaeho/OHT-6967-2025;;;;;;Bond risk premia in a small open economy with volatile capital flows: The case of Korea;;;;;;;;JOURNAL OF INTERNATIONAL MONEY AND FINANCE;;;;93;;;;223;243;;;;10.1016/j.jimonfin.2019.01.007;;;;;;;Article;MAY 2019;2019;This paper investigates bond risk premia embedded in Korean government bonds. Unlike the U.S., Korea is a small open economy characterized by highly volatile capital flows and non-reserve currency country. My empirical findings show that among alternative predictive variables (including the macro and global liquidity factors) for one-year-ahead excess bond returns, the global liquidity factors, extracted from the panel data set of various global liquidity variables, are the only predictors that perform well across both in- and out-of-sample forecast analysis. In a similar vein, the regression analysis for the determinants of the estimated bond risk premia (with both monthly and quarterly frequencies) reveals that similar to the case of U.S. bond market, the risk premia in Korean government bonds are affected by domestic expected inflation, but more importantly, that they are affected heavily by the global liquidity variables, such as VIX, bank capital flows and the leverage of global banks. (C) 2019 Elsevier Ltd. All rights reserved.;;;;;;;;;5;0;0;0;0;0;5;;;0261-5606;1873-0639;;;;;;;;;;Ewha Womans Univ, Dept Econ, 52 Ewhayeodae Gil, Seoul 03760, South Korea;;;;2019-03-01;WOS:000458991800012;;
J;Juneja, Januj;;;;;;;;;;What is the Effect of Restrictions Imposed by Principal Components Analysis on the Empirical Performance of Dynamic Term Structure Models?;;;;;;;;COMPUTATIONAL ECONOMICS;;;;65;5;;;2505;2543;;;;10.1007/s10614-024-10644-y;;;;;JUN 2024;;Article;MAY 2025;2025;This paper investigates the effect of restrictions imposed by principal components analysis (PCA) on the empirical performance of dynamic term structure models (DTSM). The application of PCA maximizes the explained variance of a linear combination of bond yields by selecting weights that are as uncorrelated as possible. In the context of factor construction, this choice of weights imposes orthogonality on the state variable bringing about restrictions on model estimation. We quantify the effect of these restrictions, measured through internal consistency equations, on the empirical performance of DTSM contained within linear-affine and linear-quadratic state space formulations (SSF) characterized by Gaussian and non-Gaussian transition dynamics for the state variable. When looking across DTSM, we find the smallest effect of restrictions imposed by PCA on empirical performance when it is used in the context of a linear-affine SSF, and the state transition dynamics are postulated based upon the conditional mean and variance. We also document that the magnitude of this effect is more pronounced when the probability distribution for the data is described by the first four moments relative to just the first two and the parameter dependencies defining the relationship between bond yields and factors are more analytically or computationally complicated (e.g., involves a special function like the Bessel function or cumbersome algebraic manipulations). Suggestions for future research are provided.;;;;;;;;;0;0;0;0;0;0;0;;;0927-7099;1572-9974;;;;;;;;;;San Diego State Univ, Fowler Coll Business, Dept Finance, San Diego, CA 92182 USA;;;;2024-06-21;WOS:001246393500001;;
J;"Luo, Qiaoshun; Liu, Xinping";;;;;;;;;;Model of corporate bond spread based on improved neural network;;;;;;;;JOURNAL OF INTELLIGENT & FUZZY SYSTEMS;;;;40;4;;;6605;6615;;;;10.3233/JIFS-189497;;;;;;;Article;2021;2021;The reasons for credit spreads can be divided into enterprise-specific non-systematic risks and widespread macroeconomic systemic risks. The previous traditional research mainly focused on the perspective of unsystematic risk. However, at present, more and more scholars are beginning to focus on systemic risks. Based on the neural network algorithm, this paper constructs an improved neural network-based corporate bond spread model to explore the impact of macro systemic risks on credit spreads. Based on the multi-factor no-arbitrage model, the linear relationship between the credit spread and the risk premium of each factor is obtained. At the same time, based on previous research results and observations of the current market reality, this paper identifies five important macroeconomic factors: actual economic output factors, inflation factors, stock market volatility factors, stock market return factors and inter-bank funding factors. The research results show that the model constructed in this paper has excellent performance.;;;;;;;;;3;0;0;0;0;0;3;;;1064-1246;1875-8967;;;;;;;;;;Xinjiang Agr Univ, Management Sch, Urumqi, Xinjiang, Peoples R China;;;;2021-05-22;WOS:000640518000079;;
J;"Jia, Bowen; Wu, Jiaying; Du, Juan; Ji, Yun; Zhu, Lina";;;;Jia, Bowen/IUO-7062-2023;/0000-0003-3333-0244;;;;;A prediction model for the secure issuance scale of Chinese local government bonds;;;;;;;;KYBERNETES;;;;50;5;;;1125;1143;;;;10.1108/K-10-2019-0699;;;;;APR 2020;;Article;MAY 3 2021;2021;PurposeThe purpose of this paper is to calculate the local guaranteed fiscal revenue with the local fiscal revenue of 31 provinces, and predict their guaranteed fiscal revenue in 2018 with the artificial neural network (ANN).Design/methodology/approachThe principal components analysis (PCA), particle swarm optimization (PSO) and extreme learning machine (ELM) model was designed to produce the inputs of KMV model. Then the KMV model was used for obtaining the default probabilities under different issuance scales. Data were collected from Wind Database. MATLAB 2018b and SPSS 22 were used in the field of modeling and results analysis.FindingsThis study's findings show that PCA-PSO-ELM proposed in this research has the highest accuracy in terms of the prediction compared with ELM, back propagation neural network and auto regression. And PCA-PSO-ELM-KMV model can calculate the secure issuance scale of local government bonds effectively.Practical implicationsThe sustainability forecast in this study can help local governments effectively control the scale of debt issuance, strengthen the budget management of local debt and establish the corresponding risk warning mechanism, which could make local governments maintain good credit ratings.Originality/valueThis study sheds new light on helping local governments avoid financial risks effectively, and it is conducive to establish a debt repayment reserve system for local governments and the proper arrangement for stock debt.;;;;;;;;;2;0;0;0;0;0;2;;;0368-492X;1758-7883;;;;;;;;;;Lanzhou Univ, Sch Informat Sci & Engn, Lanzhou, Peoples R ChinaLanzhou Univ, Sch Management, Lanzhou, Peoples R ChinaLanzhou Univ, Dept Accounting, Sch Management, Lanzhou, Peoples R China;;;;2020-05-14;WOS:000529385200001;;
J;"Kaczmarek, Tomasz; Bedowska-Sojka, Barbara; Grobelny, Przemyslaw; Perez, Katarzyna";;;;"Będowska-Sójka, Barbara/K-1112-2019; Grobelny, Przemysław/HZH-8258-2023; Kaczmarek, Tomasz/AAH-4785-2021; Perez, Katarzyna/AAM-7146-2021; Bedowska-Sojka, Barbara/K-1112-2019";"Grobelny, Przemyslaw/0000-0003-1453-2844; Kaczmarek, Tomasz/0000-0003-1828-100X; Perez, Katarzyna/0000-0003-3331-8456; Bedowska-Sojka, Barbara/0000-0001-5193-8304";;;;;False Safe Haven Assets: Evidence From the Target Volatility Strategy Based on Recurrent Neural Network;;;;;;;;RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE;;;;60;;;;;;101610;;;10.1016/j.ribaf.2021.101610;;;;;JAN 2022;;Article;APR 2022;2022;This paper examines which safe haven assets should be used when improving out-of-sample portfolio performance. We define a market state with recurrent neural network (RNN) volatility predictions and construct an investment strategy that dynamically combines equity, cash, and safe havens. The equity is allocated by targeting the volatility, and investing in safe havens depends on the predicted market state. We consider the S&P500 index with 13 safe haven assets, such as long-term government bonds, commodities, gold, and other precious metals. Other indices, NIKKEI225, NIFTY50, and STOXX50, are examined for robustness. With analysis conducted over a 20-year sample period, we find that RNN delivers sound predictions to construct the volatility targeting strategy. Among considered assets, only long-term Treasury bonds act as a safe haven and improve the strategy performance. Other considered assets have no such potential. Our findings are relevant to portfolio managers and investors actively managing portfolio risk.;;;;;;;;;16;0;0;0;0;0;18;;;0275-5319;1878-3384;;;;;;;;;;Poznan Univ Econ & Business, Inst Finance, Dept Investment & Financial Markets, Poznan, PolandPoznan Univ Econ & Business, Inst Informat & Quantitat Econ, Dept Econometr, Poznan, Poland;;;;2022-10-17;WOS:000864190600008;;
J;"Akbarian, Hadi; Gheibi, Mohammad; Hajiaghaei-Keshteli, Mostafa; Rahmani, Mojtaba";;;;"Hajiaghaei-Keshteli, Mostafa/Y-4046-2019; Gheibi, Mohammad/R-1679-2019";"Hajiaghaei-Keshteli, Mostafa/0000-0002-9988-2626; Gheibi, Mohammad/0000-0003-1987-5790;";;;;;A hybrid novel framework for flood disaster risk control in developing countries based on smart prediction systems and prioritized scenarios;;;;;;;;JOURNAL OF ENVIRONMENTAL MANAGEMENT;;;;312;;;;;;114939;;;10.1016/j.jenvman.2022.114939;;;;;MAR 2022;;Article;JUN 15 2022;2022;A Decision Support System (DSS) is a highly efficient concept for managing complex objects in nature or humanmade phenomena. The main purpose of the present study is related to designing and implementation of real-time monitoring, prediction, and control system for flood disaster management as a DSS. Likewise, the problem of statement in the research is correlated to implementation of a system for different climates of Iran as a unique flood control system. For the first time, this study coupled hydrological data mining, Machine Learning (ML), and Multi-Criteria Decision Making (MCDM) as smart alarm and prevention systems. Likewise, it created the platform for conditional management of floods in Iran's different clusters of climates. According to the KMeans clustering system, which determines homogeneity of the hydrology of a specific region, Iran's rainfall is heterogeneous with 0.61 score, which is approved high efficiency of clustering in a vast country such as Iran with four seasons and different climates. In contrast, the relation of rainfall and flood disaster is evaluated by Nearest Neighbors Classification (NNC), Stochastic Gradient Descent (SGD), Gaussian Process Classifier (GPC), and Neural Network (NN) algorithms which have an acceptable correlation coefficient with a mean of 0.7. The machine learning outputs demonstrated that based on valid data existence problems in developing countries, just with verified precipitation records, the flood disaster can be estimated with high efficiency. In the following, Technique for Order of Preference by Similarity to Ideal Solution (TOPSIS) method as a Game Theory (GT) technique ranked the preventive flood damages strategies through three social (Se 1), environmental (Se 2), and economic (Se 3) crises scenarios. The solutions of flood disaster management are collected from literature review, and the opinion approves them of 9 senior experts who are retired from a high level of water resource management positions of Iran. The outcomes of the TOPSIS method proved that National announcement for public-institutional participation for rapid response and funding (G1-2), Establishment of delay structures to increase flood focus time to give the animals in the ecosystem the opportunity to escape to the upstream points and to preserve the habitat (G 2-8), and Granting free national financial resources by government agencies in order to rebuild sensitive infrastructure such as railways, hospitals, schools, etc. to the provincial treasury (G3-10) are selected as the best solution of flood management in Social, Environmental, and Economic crises, respectively. Finally, the collected data are categorized in Social, Environmental, and Economic aspects as three dimensions of Sustainable Development Goals (SDGs) and ranked based on the opinion of 32 experts in the five provinces of present case studies.;;;;;;;;;31;0;0;0;4;0;34;;;0301-4797;1095-8630;;;;;;;;;;Ferdowsi Univ Mashhad, Dept Civil Engn, Mashhad, Razavi Khorasan, IranTecnol Monterrey, Dept Ingn Ind, Puebla, MexicoAmirkabir Univ Technol, Dept Marine Engn, Tehran, Iran;;;;2022-06-05;WOS:000795141700002;35338986;
J;"Consoli, Sergio; Pezzoli, Luca Tiozzo; Tosetti, Elisa";;;;"; tosetti, elisa/ABD-1195-2020; Consoli, Sergio/ABF-3293-2020";"tosetti, elisa/0000-0003-0979-2828; Tiozzo Pezzoli, Luca/0000-0002-9737-0213; Consoli, Sergio/0000-0001-7357-5858";;;;;Neural forecasting of the Italian sovereign bond market with economic news;;;;;;;;JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY;;;;185;;;;S197;S224;;;;10.1111/rssa.12813;;;;;MAR 2022;2;Article;DEC 2022;2022;In this paper, we employ economic news within a neural network framework to forecast the Italian 10-year interest rate spread. We use a big, open-source, database known as Global Database of Events, Language and Tone to extract topical and emotional news content linked to bond markets dynamics. We deploy such information within a probabilistic forecasting framework with autoregressive recurrent networks (DeepAR). Our findings suggest that a deep learning network based on long short-term memory cells outperforms classical machine learning techniques and provides a forecasting performance that is over and above that obtained by using conventional determinants of interest rates alone.;;;;;;;;;0;0;0;0;0;0;1;;;0964-1998;1467-985X;;;;;;;;;;European Commiss, Joint Res Ctr JRC, Varese, ItalyUniv Ca Foscari Venezia, Dept Management, Venice, Italy;;;;2022-03-19;WOS:000765160600001;;
J;"Ben Jabeur, Sarni; Sadaaoui, Amir; Sghaier, Asma; Aloui, Riadh";;;;"Jabeur, Sami/S-8482-2019; Sghaier, asma/W-6309-2019";sghaier, asma/0000-0002-8651-6459;;;;;Machine learning models and cost-sensitive decision trees for bond rating prediction;;;;;;;;JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY;;;;71;8;;;1161;1179;;;;10.1080/01605682.2019.1581405;;;;;APR 2019;;Article;AUG 2 2020;2020;Since the outbreak of the financial crisis, the major global credit rating agencies have implemented significant changes to their methodologies to assess the sovereign credit risk. Therefore, bond rating prediction has become an interesting potential for investors and financial institutions. Previous research studies in this field have applied traditional statistical methods to develop models which provide prediction accuracy. However, no overall distinguished methods have been used in predicting bond ratings. Moreover, recent studies have suggested ensembles of classifiers that may be used in bond rating prediction. This article proposes an improved machine learning aimed to predict the rating of financial bonds. We empirically compare the classifiers ranging from logistic regression and discriminant analysis to nonparametric classifiers, such as support vector machine, neural networks, the cost-sensitive decision tree algorithm and deep neural networks. Three real-world bond rating data sets were selected to check the effectiveness and the viability of the set of the classifiers. The experimental results confirm that data mining methods can represent an alternative to the traditional prediction models of bond rating.;;;;;;;;;47;2;0;0;2;0;52;;;0160-5682;1476-9360;;;;;;;;;;Univ South Brittany, LEGO Lab, Inst Management South Brittany, Vannes, FranceISG Sousse, Dept Finance, Sousse, TunisiaUniv Sousse, Dept Finance, Sousse, TunisiaISG Sousse, Dept Quantitat Methods, Sousse, Tunisia;Univ South Brittany;;;2019-06-14;WOS:000469602700001;;
J;"Dbouk, Wassim; Jamali, Ibrahim";;;;;"Dbouk, Wassim/0000-0003-0583-4509; Jamali, Ibrahim/0000-0001-7338-7769";;;;;Predicting daily oil prices: Linear and non-linear models;;;;;;;;RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE;;;;46;;;;149;165;;;;10.1016/j.ribaf.2018.01.003;;;;;;;Article;DEC 2018;2018;In this paper, we assess the accuracy of linear and nonlinear models in predicting daily crude oil prices. Competing forecasts of crude oil prices are generated from parsimonious linear models which require no parameter estimation, as well as linear and nonlinear models. Two of the linear models that we employ exploit the informational content of oil demand and the increasing correlation between oil and equity prices and are novel to the literature. The nonlinear model that we consider is an artificial neural network. More specifically, we consider a bagged neural network, a neural network trained using the genetic algorithm as well as a neural network with fuzzy logic. We find that some of the linear models outperform the random walk in terms of out-of-sample statistical forecast accuracy. Our findings also suggest that while the buy-and-hold strategy dominates some of the models in terms of dollar payoffs and risk-adjusted returns under a long-only strategy, all the models that we consider generate higher dollar payoffs than the buy-and-hold strategy under the short-only strategy. An investor obtains the largest profits by trading based on the moving average convergence divergence which is a technical indicator.;;;;;;;;;23;1;0;0;0;0;25;;;0275-5319;1878-3384;;;;;;;;;;Amer Univ Beirut, Olayan Sch Business, Dept Finance Accounting & Managerial Econ, Beirut 1107 2020,POB 11-0236,Riad El Solh St, Lebanon, NH USA;;;;2018-12-28;WOS:000445029500013;;
J;"Espinosa, Oscar; Bejarano, Valeria; Ramos, Jeferson; Martinez, Boris";;;;;Ramos Tapias, Jeferson Antonio/0000-0002-5069-4587;;;;;Statistical actuarial estimation of the Capitation Payment Unit from copula functions and deep learning: historical comparability analysis for the Colombian health system, 2015-2021;;;;;;;;HEALTH ECONOMICS REVIEW;;;;13;1;;;;;15;;;10.1186/s13561-022-00416-5;;;;;;;Article;FEB 24 2023;2023;The Capitation Payment Unit (CPU) financing mechanism constitutes more than 70% of health spending in Colombia, with a budget allocation of close to 60 trillion Colombian pesos for the year 2022 (approximately 15.7 billion US dollars). This article estimates actuarially, using modern techniques, the CPU for the contributory regime of the General System of Social Security in Health in Colombia, and compares it with what is estimated by the Ministry of Health and Social Protection. Using freely available information systems, by means of statistical copulas functions and artificial neural networks, pure risk premiums are calculated between 2015 and 2021. The study concludes that the weights by risk category are systematically different, showing historical pure premiums surpluses in the group of 0-1 years and deficits (for the regions normal and cities) in the groups over 54 years of age.;;;;;;;;;1;0;0;0;0;0;1;;;2191-1991;;;;;;;;;;;Univ Nacl Colombia, Ctr Invest Desarrollo, Econ Models & Quantitat Methods Res Grp, Bogota, ColombiaUniv Nacl Colombia, Dept Math, Bogota, Colombia;;;;2023-03-22;WOS:000938923800001;36826699;
