"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Castello, O.; Resta, M.","Castello, Oleksandr (57450781900); Resta, Marina (56225368400)","57450781900; 56225368400","Univariate and multivariate forecasting of the electricity futures curve using Dynamic Recurrent Neural Networks","2025","Applied Energy","394","","126082","","","0","1","10.1016/j.apenergy.2025.126082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006717802&doi=10.1016%2Fj.apenergy.2025.126082&partnerID=40&md5=e71b13e9cb03bed028f944d93dbc5d7e","In recent years international power markets have witnessed high uncertainty and extraordinary volatility which, given the inherent complexity of the market, has made the Electricity Price Forecasting (EPF) process increasingly difficult. Therefore the development of a proper forecasting framework suitable for both stable and volatile periods has assumed an increasing importance for market players and policymakers in both strategic planning and risk management. At present, the majority of the studies on electricity price forecasting focused on the analysis of spot markets, neglecting the importance of derivative price modeling to mitigate the risks induced by market downturns and turmoil. Our study nests within this research stream and analyzes the potential of a set of state-of-the-art Machine Learning (ML) models for the prediction of the term structure of electricity futures prices. The objective is to define an ML-based framework capable of ensuring high predictive performance of the term structure during both stable and extremely turbulent conditions. In this regard we examined the predictive capabilities of a variety of Dynamic Recurrent Neural Networks (DRNNs) including: Nonlinear Autoregressive Neural Networks (NAR-NNs), NAR with Exogenous Inputs (NARX-NNs), Long Short-Term Memory (LSTM-NNs), Stacked Long Short-Term Memory (ST-LSTM-NNs), Bidirectional Long Short-Term Memory (BI-LSTM-NNs) and Encoder–Decoder Long Short-Term Memory Neural Networks (ED-LSTM-NNs). The models were applied to both low fluctuating and volatile sets of daily futures prices of the European Energy Exchange (EEX) for univariate as well as multivariate forecasting. Additionally, we compared this set of networks to baseline models commonly used in the EPF literature, including classical statistical and ML methods. Empirical results highlighted that DRNN models predictions are consistent with futures prices trends observed under different market regimes and outperform the competitors’ performance. Overall, main outcomes of the study may be summarized as follows: LSTM-based models seem to have the highest predictive power, with robust performance under various conditions. In detail the Multivariate BI-LSTM-NN performs better under quiet market conditions ensuring an accuracy level of 98.11 %, while the Univariate ED-LSTM-NN ensures superior predictive performance in presence of turmoil, achieving a 95.33 % accuracy. © 2025 Elsevier B.V., All rights reserved.","Dynamic Recurrent Neural Networks; Electricity futures curve prediction; Futures prices term structure; LSTM-NN models; NAR-NN; NARX-NN","Risk perception; Strategic planning; Autoregressive neural networks; Curve prediction; Dynamic recurrent neural networks; Electricity future curve prediction; Electricity futures; Future price term structure; LSTM-NN model; NARX-NN; Nonlinear autoregressive neural network; Term structure; Risk management; accuracy assessment; artificial neural network; energy market; machine learning; market conditions; price dynamics; Europe","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105006717802"
"Du, W.; Pentecost, E.; Bird, G.","Du, Wenti (57195460259); Pentecost, Eric J. (6701358955); Bird, Graham (7202074386)","57195460259; 6701358955; 7202074386","Removing Bias in Estimating Financial Contagion: An Empirical Analysis Based on European Economies","2025","Open Economies Review","36","4","","1081","1096","0","0","10.1007/s11079-024-09788-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204538321&doi=10.1007%2Fs11079-024-09788-z&partnerID=40&md5=2e5bf53354919715c288a751b517bc1c","The degree of contagion is frequently measured by the size and significance of linear correlation coefficients. In this paper, we show that such linear measures are inappropriate for three reasons: contagion is likely to be nonlinear, the structural contagion model is unknown, and the contagion itself will be time-varying. Instead, we use a time-varying coefficient method to give a time-varying, unbiased measure of bilateral contagion between two countries, which shows that simple correlation measures over-estimate the average contagion from the source country and how the degree of contagion varies over the sample period. To illustrate, we use Greece as an exemplar source country and Belgium, France, Italy, Ireland, Netherlands, Portugal, and Spain as recipient countries over the period 2009 to 2022. © 2025 Elsevier B.V., All rights reserved.","Eurozone crises; Sovereign risk premiums; Time-varying coefficients","correlation; empirical analysis; finance; numerical model; temporal variation; Belgium; France; Greece; Ireland; Italy; Netherlands; Portugal; Spain","Article","Final","","Scopus","2-s2.0-85204538321"
"Rayeni, A.; Naderi, H.","Rayeni, Ali (59667260800); Naderi, Hosein (60114534900)","59667260800; 60114534900","Predicting the Canadian Yield Curve Using Machine Learning Techniques","2025","International Journal of Financial Studies","13","3","170","","","0","0","10.3390/ijfs13030170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017025101&doi=10.3390%2Fijfs13030170&partnerID=40&md5=24ae793c1ab8afdc945db7686be0eeb0","This study applies machine learning methods to predict the Canadian yield curve using a comprehensive set of macroeconomic variables. Lagged values of the yield curve and a wide array of Canadian and international macroeconomic variables are utilized across various machine learning models. Hyperparameters are estimated to minimize mispricing across government bonds with different maturities. The Group Lasso algorithm outperforms the other models studied, followed by Lasso. In addition, the majority of the models outperform the Random Walk benchmark. The feature importance analysis reveals that oil prices, bond-related factors, labor market conditions, banks’ balance sheets, and manufacturing-related factors significantly drive yield curve predictions. This study is one of the few that uses such a broad array of macroeconomic variables to examine Canadian macro-level outcomes. It provides valuable insights for policymakers and market participants, with its feature importance analysis highlighting key drivers of the yield curve. © 2025 Elsevier B.V., All rights reserved.","bond pricing; financial forecasting; machine learning; yield curve","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105017025101"
"Rani, I.; Verma, N.; Kumar Verma, C.K.","Rani, Indu (59262630100); Verma, Neetu (60015281700); Kumar Verma, Chandan Kumar (57188688236)","59262630100; 60015281700; 57188688236","A Rigorous Statistical Comparison of Deep Learning Models for US Treasury Yield Prediction","2025","Operations Research Forum","6","3","103","","","0","0","10.1007/s43069-025-00497-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011712177&doi=10.1007%2Fs43069-025-00497-y&partnerID=40&md5=3809a435d595a1e10b49035cc9a0d9bd","The intrinsic nonlinearity and dynamic relationships in interest rate fluctuations present a substantial challenge when forecasting financial time series, particularly US Treasury yields. These intricate relationships are sometimes not adequately captured by traditional econometric models. In recent years, deep learning (DL) methodologies have gained prominence in the financial market, offering advanced predictive capabilities by modeling high-dimensional dependencies and nonlinear interactions inside yield curves. To enhance the predictive accuracy of short-term (13-week) and long-term (5-year) US Treasury yields, this study leverages advanced deep learning models, including convolutional neural networks (CNNs), long short-term memory (LSTM) networks, and gated recurrent units (GRUs). A comprehensive statistical evaluation is performed to assess model performance through key error metrics such as root mean squared error (RMSE), mean squared error (MSE), mean absolute error (MAE), the coefficient of determination (R2), maximum error, and minimum error, as well as SAFE metrics (Sustainability, Accuracy, Fairness, Explainability) for a holistic assessment. To ensure a robust comparison, we employed the paired t-test to determine if the differences in model predictions are statistically significant. Additionally, we analyzed correlation metrics using Pearson and Spearman coefficients, which evaluate the models’ ability to capture both linear dependencies and ranking trends in yield fluctuations. This rigorous framework not only benchmarks the predictive power of each model but also provides deeper insights into their effectiveness in forecasting treasury yields across different time horizons. © 2025 Elsevier B.V., All rights reserved.","Deep learning models; Statistical analysis; US treasury yield prediction","","Article","Final","","Scopus","2-s2.0-105011712177"
"Zhang, Y.; Liu, Y.; Liu, W.; Yang, X.","Zhang, Yong (56222885000); Liu, Yue (57204245294); Liu, Weilong (57219224151); Yang, Xingyu (54402004800)","56222885000; 57204245294; 57219224151; 54402004800","An end-to-end deep learning framework for the portfolio optimization with stop-loss orders","2025","Applied Soft Computing","181","","113465","","","0","0","10.1016/j.asoc.2025.113465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009613641&doi=10.1016%2Fj.asoc.2025.113465&partnerID=40&md5=4a06f7897a7b12fe2e864719fa90d7f0","Incorporating stop-loss orders into portfolio optimization is an effective strategy for mitigating tail risk. However, traditional methods often rely on static stop-loss rules paired with separate price prediction models, leading to amplified error propagation in the application of stop-loss orders. We propose a novel end-to-end (E2E) data-driven deep learning framework that simultaneously determines portfolio allocations and stop-loss orders for risky assets, with each asset triggering sales when its prices reach the stop-loss order. The E2E approach uses a two-branch neural network architecture that integrates historical transaction data with additional inputs such as predicted returns and price volatility. A recurrent neural network extracts feature representation vectors for each risky asset from its time series data, and two fully connected layers process the aggregated information to generate the optimal joint action of portfolio allocations and corresponding stop-loss orders. The effectiveness of the E2E solution is demonstrated by numerical experiments on four stock market datasets. The results show that the E2E strategy outperforms alternative benchmarks across multiple metrics, including cumulative returns, alpha returns, and risk-adjusted returns. The strategy exhibits superior ability to maintain robust returns and control tail risk, achieving an average excess return of 0.33% and an average Calmar ratio of 4.50 over four datasets. In addition, the introduction of stop-loss orders yields significantly positive excess returns, and the strategy maintains its advantage even when a transaction cost rate of 0.3% is included. © 2025 Elsevier B.V., All rights reserved.","End-to-end learning; Portfolio optimization; Recurrent neural network; Stop-loss orders","Electronic trading; Financial markets; Investments; End to end; End-to-end learning; Error propagation; Excess returns; Learning frameworks; Neural-networks; Portfolio optimization; Price prediction models; Risky assets; Stop-loss orders; Costs","Article","Final","","Scopus","2-s2.0-105009613641"
"Zhang, T.; Tang, K.; Liu, T.; Jiang, T.","Zhang, Tao (59379148800); Tang, Ke (35782203300); Liu, Taoxiong (12647675900); Jiang, Tingfeng (56594130400)","59379148800; 35782203300; 12647675900; 56594130400","High frequency online inflation and term structure of interest rates: Evidence from China","2025","Journal of Empirical Finance","83","","101626","","","0","0","10.1016/j.jempfin.2025.101626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006742365&doi=10.1016%2Fj.jempfin.2025.101626&partnerID=40&md5=3f0e5cbafd7d26ef438cc757b09558ad","In the digital era, the information value of online prices, characterized by weak price stickiness and high sensitivity to economic shocks, deserves more attention. This paper integrates the high-frequency online inflation rate into the dynamic Nelson-Siegel (DNS) model to explore its relationship with the term structure of interest rates. The empirical results show that the weekly online inflation significantly predicts the yield curve, especially the slope factor, whereas the monthly official inflation cannot predict the yield curve and is instead predicted by the yield curve factors. The mechanism analysis reveals that, due to low price stickiness, online inflation is more sensitive to short-term economic fluctuations and better reflects money market liquidity, thereby having significant predictive power for short-term interest rates and the slope factor. Specifically, online inflation for non-durable goods and on weekdays shows stronger predictive power for the slope factor. The heterogeneity in price stickiness across these categories explains the varying impacts on the yield curve. © 2025 Elsevier B.V., All rights reserved.","Dynamic Nelson-Siegel model; High-frequency online inflation; Price stickiness; Term structure of interest rates","","Article","Final","","Scopus","2-s2.0-105006742365"
"Paçcı, M.Ü.; Okay, N.","Paçcı, M. Ünal (59919755200); Okay, Nesrìn (6603169444)","59919755200; 6603169444","Integrated methodology for estimating zero-coupon yield curves: Evidence from Turkish government nominal bonds","2025","Borsa Istanbul Review","25","5","","841","851","0","0","10.1016/j.bir.2025.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006716439&doi=10.1016%2Fj.bir.2025.05.003&partnerID=40&md5=89e8caa6f97eab08251fe089078164ce","This study estimates the zero-coupon yield curves for Turkish government nominal bonds from February 2005 to June 2022 using the Nelson–Siegel–Svensson parametric model. We implement a weighting scheme in the objective function, where squared pricing errors are weighted by the inverse of the square root of the bond duration. This weighting scheme strikes a better balance between the short- and long-maturity bonds during the optimization process. Moreover, by employing four nonlinear optimization algorithms and three parameter initialization approaches, we aim to prevent premature convergence to local optima and improve the quality of fit. Our integrated methodology yields reasonably low in-sample root mean squared error values for price errors and offers clear guidance and a framework for researchers in constructing zero-coupon yield curves. © 2025 Elsevier B.V., All rights reserved.","Interest rate; Nelson–Siegel–Svensson; Term structure; Yield curve","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105006716439"
"Schweikert, K.","Schweikert, Karsten (56462732400)","56462732400","Detecting Multiple Structural Breaks in Systems of Linear Regression Equations With Integrated and Stationary Regressors","2025","Oxford Bulletin of Economics and Statistics","87","4","","850","865","0","1","10.1111/obes.12666","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218051436&doi=10.1111%2Fobes.12666&partnerID=40&md5=9f44f70d23132001b99659585b525e1e","In this paper, we propose a two-step procedure based on the group LASSO estimator in combination with a backward elimination algorithm to detect multiple structural breaks in linear regressions with multivariate responses. Applying the two-step estimator, we jointly detect the number and location of structural breaks and provide consistent estimates of the coefficients. Our framework is flexible enough to allow for a mix of integrated and stationary regressors, as well as deterministic terms. Using simulation experiments, we show that the proposed two-step estimator performs competitively against the likelihood-based approach in finite samples. However, the two-step estimator is computationally much more efficient. An economic application to the identification of structural breaks in the term structure of interest rates illustrates this methodology. © 2025 Elsevier B.V., All rights reserved.","cointegration; LASSO; model selection; multivariate; shrinkage","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85218051436"
"Guo, Y.; Li, C.; Wang, X.; Duan, Y.","Guo, Yibin (57336413000); Li, Chen (57022306100); Wang, Xiang (36444553100); Duan, Yonghui (57337248000)","57336413000; 57022306100; 36444553100; 57337248000","Gold Price Prediction Using Two-layer Decomposition and XGboost Optimized by the Whale Optimization Algorithm","2025","Computational Economics","66","2","","1157","1189","0","2","10.1007/s10614-024-10736-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205870631&doi=10.1007%2Fs10614-024-10736-9&partnerID=40&md5=1cadb315ca53a69967b21e9410031cfc","Gold price prediction is of great importance in big data computing and economic sphere. This paper aims to contribute to the study of hybrid models that can be used to forecast the price of gold. In this study, The Complete Ensemble Empirical Mode Decomposition with Adaptive Noise (CEEMDAN) is employed to decompose a residual term containing complex information following the variational modal decomposition (VMD) and an extreme gradient boosting tree (XGBoost) optimized by the Whale Optimization Algorithm (WOA) is combined to construct the VMD-RES.-CEEMDAN-WOA-XGBoost model. The closing price data of COMEX gold futures from 1 October 2018 to 20 November 2023 were selected as examples of gold futures price. A variety of factors that can affect the price of gold are considered in the research. This study indicates that the combined forecasting model proposed in this paper has superior performance when compared to the other comparison forecasting models evaluated. Furthermore, it has been found through SHAP analysis that the Nasdaq index, silver price, and the yield of US 10-year Treasury bonds are most closely related to the prediction of gold price. © 2025 Elsevier B.V., All rights reserved.","CEEMDAN; Decomposition; Gold price; Machine learning; SHAP; VMD","","Article","Final","","Scopus","2-s2.0-85205870631"
"Dayarathne, K.P.N.S.; Thayasivam, U.","Dayarathne, K. P.N.Sanjeewa (58939966600); Thayasivam, Uthayasanker (54390351100)","58939966600; 54390351100","Yield Curve Modeling: Applicability of the Traditional Factor Models for Sri Lanka Government Bonds","2025","SN Computer Science","6","6","582","","","0","0","10.1007/s42979-025-04075-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008883628&doi=10.1007%2Fs42979-025-04075-1&partnerID=40&md5=bfd2bb858b8bff203220d422f64d79a5","The main aim of this study is to evaluate the effectiveness of two widely discussed yield curve models, the Nelson-Siegel model and the Nelson-Siegel-Svensson model, in estimating Sri Lanka Government Bond yields. The parameters for both models were estimated using the YieldCurve package in R-Studio. The average R-squared values were 96.25% for the Nelson-Siegel model and 98.75% for the Nelson-Siegel-Svensson model. However, neither model consistently achieved high R-squared values across the entire sample period. The Nelson-Siegel-Svensson model demonstrated greater consistency in R-squared values compared to the Nelson-Siegel model throughout the period. But the R-squared value declined in 2022 compared with the previous period for both models as the yield curve accompanied more twists and turns with volatile economic conditions. These results suggest that there is significant potential for developing more representative yield curve models or enhancing existing models by incorporating additional influential factors. The monetary authorities and Investment banks of the country would pay more attention to data-driven decision-making in the future to set up economic and monetary targets as well as to achieve hurdle rates for the client’s portfolios. Having an accurate yield curve model would be a play major role in this regard. © 2025 Elsevier B.V., All rights reserved.","Government Bond; Nelson-Siegel; Sri Lanka; Svensson; Yield Curve","","Article","Final","","Scopus","2-s2.0-105008883628"
"Liang, Y.; Li, D.; Deng, D.; Chu, C.H.; Mei, M.L.; Li, Y.; Yu, N.; He, J.; Cheng, L.","Liang, Yutong (59803504300); Li, Dongling (59677960000); Deng, Dongmei (59443810000); Chu, Chun Hung (7404345729); Mei, M. L. (58145410600); Li, Yunpeng (59800083600); Yu, Na (59800083700); He, Jinzhi (56076431200); Cheng, Lei (57008536600)","59803504300; 59677960000; 59443810000; 7404345729; 58145410600; 59800083600; 59800083700; 56076431200; 57008536600","AI-Driven Dental Caries Management Strategies: From Clinical Practice to Professional Education and Public Self Care","2025","International Dental Journal","75","4","100827","","","0","1","10.1016/j.identj.2025.04.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004579747&doi=10.1016%2Fj.identj.2025.04.007&partnerID=40&md5=d218c04ae958c4de993f2b692ee83638","Dental caries is one of the most prevalent chronic diseases among both children and adults, despite being largely preventable. This condition has significant negative impacts on human health and imposes a substantial economic burden. In recent years, scientists and dentists have increasingly started to utilize artificial intelligence (AI), particularly machine learning, to improve the efficiency of dental caries management. This study aims to provide an overview of the current knowledge about the AI-enabled approaches for dental caries management within the framework of personalized patient care. Generally, AI works as a promising tool that can be used by both dental professionals and patients. For dental professionals, it predicts the risk of dental caries by analyzing dental caries risk and protective factors, enabling to formulate personalized preventive measures. AI, especially those based on machine learning and deep learning, can also analyze images to detect signs of dental caries, assist in developing treatment plans, and help to make a risk assessment for pulp exposure during treatment. AI-powered tools can also be used to train dental students through simulations and virtual case studies, allowing them to practice and refine their clinical skills in a risk-free environment. Additionally, AI tracks brushing patterns and provides feedback to improve oral hygiene practices of the patients and the general population, thereby improving their understanding and compliance. This capability of AI can inform future research and the development of new strategies for dental caries management and control. © 2025 Elsevier B.V., All rights reserved.","Artificial intelligence; Dental caries; Diagnosis and therapeutics; Education, Dental; Risk assessment; Self care","artificial intelligence; dental caries; dental education; human; mouth hygiene; prevention and control; self care; therapy; Artificial Intelligence; Dental Caries; Education, Dental; Humans; Oral Hygiene; Self Care","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105004579747"
